item_name,platinum,quantity,seller
Primary Frostbite,3,2,Chlebek3214
Arcane Rise,4,1,Yishi_
Perigale Set,5,2,Perime
Veilbreak Forest Scene,50,2,Orth
Perigale Stock,2,1,Ryuooki
Sarofang Blade,2,1,TheBassWarrior
Veilbreak Factory Scene,50,1,Jango_Fett18
Arcane Blessing,2,22,666xXJensyXx666
Sarofang Handle,1,2,TheBassWarrior
Sarofang Set,3,1,NothingIsuseless
Veilbreak Murex Scene,50,2,Orth
Perigale Barrel,3,1,Chlebek3214
Perigale Receiver,3,1,SibearPrime
Lith G6 Relic,5,11,Brenden751
Meso T6 Relic,20,17,rocky2B
Neo C3 Relic,2,18,Kyliekins
Baruuk Prime Chassis Blueprint,3,1,Nking1141
Neo A8 Relic,3,5,Kyliekins
Meso V8 Relic,15,50,IIZOV
Baruuk Prime Blueprint,12,1,chief_52
Neo K5 Relic,15,18,maxinext18
Lith V9 Relic,25,27,rocky2B
Lith B10 Relic,2,8,Kyliekins
Axi G9 Relic,18,3,-Sheng-
Baruuk Prime Systems Blueprint,8,1,ardwiz
Axi F1 Relic,25,29,rocky2B
Baruuk Prime Neuroptics Blueprint,25,1,DrLeoFet
Baruuk Prime Set,59,1,anmi000
Cobra & Crane Prime Guard,10,1,Izanami_Mikoto
Afuris Prime Barrel,5,1,Chlebek3214
Afuris Prime Set,70,1,Stafil0
Afuris Prime Link,2,1,Batenha
Cobra & Crane Prime Blueprint,2,1,xXxM4L4KxXx
Afuris Prime Blueprint,5,1,Snoopy
Cobra & Crane Prime Blade,5,2,zyf1997524
Cobra & Crane Prime Hilt,4,1,Oni_FakeSmile
Cobra & Crane Prime Set,18,1,Nm4dwlker23
Afuris Prime Receiver,29,3,7owel
Corufell Receiver,7,2,AlsoIMainYoshi
Primary Plated Round,4,21,iffrit
Shattered Storm,14,1,poulgasol22
Cathode Current,13,1,Seijuki
Arcane Steadfast,10,1,MarcielBR
Steflos Barrel,7,1,ToddFramePrime
Steflos Stock,8,1,EmErDogi2
Steflos Set,15,2,ToddFramePrime
Corufell Set,29,1,RevivedPrime
Corufell Handle,8,1,Ashuana
Arcane Double Back,4,21,iffrit
Secondary Kinship,5,2,Kettumasa
Steflos Receiver,10,1,Hjallu
Merulina Guardian,11,1,Oaethe
Mesmer Shield,10,3,Viridian_Hunter
Secondary Encumber,10,11,_Abhishek_
Axi M4 Relic,15,50,slayerlolz
Corufell Barrel,5,1,VeridicalSeeker
Hildryn Prime Blueprint,26,1,IkariYoshi
Hildryn Prime Systems Blueprint,2,1,VirDeBellum
Shade Prime Blueprint,3,1,ColinSoGoated10
Hildryn Prime Set,35,1,CrVaL
Shade Prime Systems,3,1,wordnA
Larkspur Prime Set,25,1,Nm4dwlker23
Hildryn Prime Neuroptics Blueprint,3,1,magnus_4496
Larkspur Prime Barrel,11,2,EPICtro11er
Shade Prime Cerebrum,5,1,crumblo
Shade Prime Set,25,2,CrVaL
Larkspur Prime Stock,4,1,Chlebek3214
Hildryn Prime Chassis Blueprint,5,1,chief_52
Larkspur Prime Receiver,3,1,Chlebek3214
Shade Prime Carapace,15,1,nameYT85
Larkspur Prime Blueprint,3,1,Oni_FakeSmile
Lith R3 Relic,5,2,Vitsofelx
Lith B11 Relic,3,12,AOGIRI_TW
Lith H8 Relic,2,6,Kyliekins
Axi G10 Relic,9,3,Lolo00097
Neo L2 Relic,8,34,Radynia
Primary Obstruct,3,4,_Abhishek_
Arcane Intention,2,1,RicoPrime69
Secondary Shiver,5,2,sir_salters
Longbow Sharpshot,8,1,WARFRAME_LEGENDprime
Netherbarrow Region Scene,50,1,RuberoDX
Shotgun Vendetta,9,3,Loinchen
Undercroft Opera Scene,200,1,Clonotes
Neo A10 Relic,7,1,TheOzzer
Axi I3 Relic,28,20,Kasa505
Magus Aggress,2,1,ShanghaiPH
Meso C7 Relic,27,20,Kasa505
Castle Town Scene,320,1,EternalDamnedAkatsuki
Mainland Hamlets Scene,80,1,primalmeridian
Arcane Reaper,11,2,SaxySaxophone
Mountain's Edge,5,1,P1ige0n
Primary Exhilarate,4,2,Matszuco
Cinta Upper Limb Blueprint,20,1,-ER-Rabbo
Cinta Grip Blueprint,20,1,JunglemanJJ
Cinta String Blueprint,30,1,Luigi.-
Cinta Set,64,3,Jordna_Gell
Cinta Lower Limb Blueprint,15,1,BloodLord45
Haav,10,1,ziradavine
Xiran,10,1,ziradavine
Teshin's Cave Scene,40,1,Altaccxo
Seonn,10,1,ziradavine
Archarbor Scene,20,1,Hjallu
Inaak,8,1,grafeity
Prisma Lenz,50,2,Stubestian
Sentient Surge,28,29,Kayde
Sentient Barrage,13,1,SinisterAzrael
Arcane Power Ramp,5,4,CloudATL
Primary Blight,9,1,Loinchen
Secondary Outburst,5,3,Loinchen
Akimbo Slip Shot,4,7,CloudATL
Rauta Barrel,12,8,XXGHOST_079XX
Rauta Set,25,2,norigamiwolf
Rauta Receiver,25,9,Kamrimal
Rauta Stock,10,1,Xx_Zorka_xX
Wisp Prime Chassis Blueprint,10,1,krestikbuy
Gunsen Prime Blueprint,1,2,TheVeganTeacher
Gunsen Prime Set,30,1,pilupil
Fulmin Prime Blueprint,2,1,fireprime1234
Gunsen Prime Handle,4,1,Callidus-Y
Fulmin Prime Barrel,3,1,NerditoBuritto
Wisp Prime Set,35,1,Squizzlow
Fulmin Prime Set,18,1,Norimo
Fulmin Prime Stock,2,1,Radynia
Wisp Prime Neuroptics Blueprint,2,1,Akomako1234
Neo F2 Relic,2,5,Kyliekins
Lith H9 Relic,10,12,jimwatchin
Intrepid Stand,15,1,Fachita
Gunsen Prime Blade,8,1,ssaayzs5
Ulfrun's Endurance,10,1,sain1
Lith W3 Relic,3,4,Vitsofelx
Temporal Erosion,10,2,Saikei7019
Wisp Prime Systems Blueprint,2,1,fireprime1234
Shadow Haze,12,1,Yishi_
Fulmin Prime Receiver,10,1,Rerinar
Neo T7 Relic,8,13,maxinext18
Wisp Prime Blueprint,20,1,Samper_Fi_97
Eximus Advantage,15,1,Sinjun2013
Metamorphic Magazine,17,1,Rolozenno
Dais Cay Scene,5,1,Dr_Chen32
Undercroft Outskirts Scene,100,1,BigBubbaJukes
Little Cay Scene,20,1,LucasKonka
Crater Cay Scene,19,1,BigBubbaJukes
Basin Cay Scene,19,1,BigBubbaJukes
Undercroft Dax Camp Scene,100,1,BigBubbaJukes
Undercroft Township Scene,20,1,Jango_Fett18
Undercroft Lunaro Scene,40,1,primalmeridian
Prisma Ohma,35,2,Stubestian
Undercroft Lodging Scene,25,2,LSD-SirDarah
Axi D4 Relic,20,1,rnmrnmrnmrnmrnm
Meso F4 Relic,19,1,Boss58496
Neo B8 Relic,15,100,Astropia
Axi P5 Relic,20,6,Lolo00097
Axi A17 Relic,6,2,Gasparotto
Axi L6 Relic,2,21,alterror1
Axi G11 Relic,5,17,Brenden751
Neo D8 Relic,4,20,Lolo00097
Neo K7 Relic,4,20,ItzLyfe
Neo K6 Relic,4,6,Astropia
Neo S18 Relic,3,3,NerditoBuritto
Neo Z10 Relic,2,26,ItzLyfe
Meso W3 Relic,5,10,AMVMonster
Meso M4 Relic,2,22,alterror1
Grendel Prime Set,30,1,SoulburialPrime
Grendel Prime Blueprint,8,1,Najm91
Grendel Prime Neuroptics Blueprint,3,1,CrimZ85
Grendel Prime Chassis Blueprint,2,1,Radynia
Grendel Prime Systems Blueprint,12,1,victor190802br
Masseter Prime Set,12,1,MichiruKagemorii
Masseter Prime Blueprint,2,1,Radynia
Masseter Prime Blade,9,1,NerditoBuritto
Masseter Prime Handle,1,1,fireprime1234
Zylok Prime Set,13,1,SHOWMANX2
Zylok Prime Blueprint,9,1,zKaTilysT
Zylok Prime Barrel,2,1,Lathary_
Zylok Prime Receiver,2,1,xXxM4L4KxXx
Catalyzing Shields,25,1,Yuuuuuuuuuki
Astral Bond,14,4,TenseiStar
Duplex Bond,17,1,Xx_Dreex_xX
Tenacious Bond,15,2,chrxmexrei
Tandem Bond,15,1,Chronos-JK
Contagious Bond,18,1,asalto-PRIME
Mystic Bond,15,13,Hockeygirl62
Covert Bond,14,1,SohhDerMenge
Restorative Bond,15,1,Xx_Dreex_xX
Momentous Bond,15,4,ELCORINGAA
Aerial Bond,15,4,TenseiStar
Manifold Bond,15,2,Chronos-JK
Vicious Bond,19,1,poulgasol22
Seismic Bond,19,1,poulgasol22
Reinforced Bond,15,2,TenseiStar
Abyssal Beacon,4,11,TubbyTacoSlap
Gotva Prime,70,2,ElCor0nel
Albrecht’s Archive Scene,39,1,MaximBlum
Albrecht’s Bureau Scene,25,1,Jango_Fett18
Sanctum Anatomica Scene,49,1,MaximBlum
Fragmented Gorge Scene,49,1,MaximBlum
Fabrica Anatomica Scene,45,1,LucasKonka
Energy Nexus,4,11,SciCaster
Precision Intensify,4,11,SciCaster
Cleanse The Murmur,2,2,Ahtih12
Atomic Fallout,2,19,Drakariss88
Shivering Contagion,6,1,JakemanT
Bane Of The Murmur,3,18,RicoPrime69
Volatile Variant,135,1,us5353
Radiated Reload,3,34,Drakariss88
Expel The Murmur,3,2,Ahtih12
Critical Mutation,44,1,zenith612
Accelerated Isotope,2,39,RicoPrime69
Focus Radon,3,7,Drakariss88
Ready Steel,5,20,CrVaL
Xata Invocation,70,1,Muzz1221
Vome Invocation,45,1,Glokame
Ris Invocation,10,1,HideoRoz
Netra Invocation,8,1,Glokame
Lohk Canticle,20,1,Dezanar
Khra Canticle,32,1,Renormon
Jahu Canticle,24,1,Ultima_Thules
Fass Canticle,10,1,Renormon
Opportunity's Reach,7,1,WekroM
Condition's Perfection,4,1,WekroM
Master's Edge,4,1,WekroM
Dreamer's Wrath,38,1,Frostbite1648
Discipline's Merit,75,1,Mistheart101
Containment Breach,2,22,RicoPrime69
Smite The Murmur,5,1,grafeity
Primed Redirection,56,2,eltrueno111
Mandonel Set,15,1,KastarTroy
Mandonel Blueprint,3,2,UNSTOPPABLE420
Mandonel Barrel,3,2,EmErDogi2
Mandonel Receiver,3,1,EmErDogi2
Mandonel Stock,3,1,EmErDogi2
Melee Influence,4,5,PlatinumChaser
Melee Retaliation,2,5,ShanghaiPH
Melee Crescendo,8,1,Hong.Kong_Doll
Melee Vortex,3,4,Mushy056
Melee Animosity,4,3,Hurkisq
Melee Exposure,5,1,MfSilou
Melee Duplicate,12,2,elpou999
Melee Fortification,2,10,DreamJuno
Primed Convulsion,40,1,kirizria
Gauss Prime Set,25,1,FuriousIy
Gauss Prime Blueprint,2,1,joepppeee
Gauss Prime Neuroptics Blueprint,4,1,Callidus-Y
Gauss Prime Chassis Blueprint,2,1,Iphonecomandroid
Gauss Prime Systems Blueprint,14,1,SHaneZZ
Axi A18 Relic,5,14,Brenden751
Axi P6 Relic,10,5,Astropia
Axi D5 Relic,10,4,Astropia
Axi B7 Relic,15,3,Gasparotto
Neo A11 Relic,5,18,AMVMonster
Meso B9 Relic,3,33,ItzLyfe
Meso G6 Relic,2,60,alterror1
Meso A5 Relic,5,6,AMVMonster
Meso H6 Relic,4,3,alterror1
Meso H5 Relic,5,20,AMVMonster
Lith G10 Relic,2,1,NerditoBuritto
Lith P8 Relic,2,2,alterror1
Lith R5 Relic,4,1,Kozm
Lith A6 Relic,3,1,NerditoBuritto
Akarius Prime Set,40,1,krestikbuy
Akarius Prime Blueprint,8,1,LaMambaBamba
Akarius Prime Barrel,3,1,SirJonas.
Akarius Prime Receiver,8,1,krestikbuy
Akarius Prime Link,2,1,Radynia
Acceltra Prime Set,25,1,BigRigB33
Acceltra Prime Blueprint,1,1,Wildkip1312
Acceltra Prime Barrel,13,1,FrEeZley
Acceltra Prime Receiver,4,1,krestikbuy
Acceltra Prime Stock,10,1,DevilTailP
Dreamer's Bond,7,1,SaxySaxophone
Critical Meltdown,2,13,RicoPrime69
Axi V11 Relic,6,1,alterror1
Dante's Retreat Scene,25,2,Jodhood
The Abandoned Vessel Scene,20,1,ChickenNoodleFries
Loyal Merulina,13,1,Seijuki
Wrath Of Ukko,14,1,Gamerok200
Elusive Retribution,18,1,CankeeD
Divine Retribution,10,1,Ieatzoloft
Damage Decoy,13,1,ResidentSchleeper
Parasitic Vitality,13,1,Yishi_
Axios Javelineers,12,1,zd4b
Recrystalize,12,1,Krucknis
Warrior's Rest,13,1,Yishi_
Guardian Armor,15,1,Fachita
Valence Formation,10,1,Saikei7019
Protea Prime Set,35,1,king-Vamp
Protea Prime Blueprint,2,1,ShanghaiPH
Protea Prime Neuroptics Blueprint,4,1,TheBassWarrior
Protea Prime Chassis Blueprint,20,1,nho_
Protea Prime Systems Blueprint,6,1,Samper_Fi_97
Axi B8 Relic,6,3,Killuaxa
Neo M5 Relic,2,1,alterror1
Neo O2 Relic,2,1,NerditoBuritto
Meso W5 Relic,5,8,Killuaxa
Meso W4 Relic,5,30,AMVMonster
Meso V9 Relic,2,40,alterror1
Lith T12 Relic,2,40,alterror1
Lith P9 Relic,2,18,alterror1
Velox Prime Set,15,2,CrVaL
Velox Prime Blueprint,2,1,krestikbuy
Velox Prime Barrel,9,1,nofaceosama
Velox Prime Receiver,4,1,Ahtih12
Okina Prime Set,28,1,anmi000
Okina Prime Blueprint,14,1,Ben-Jaming
Okina Prime Handle,2,1,CrimZ85
Okina Prime Blade,2,1,TrapChloe
Clip Delegation,70,1,TritonskaPrime
Photon Overcharge,145,1,Muzz1221
Cinta Blueprint,10,2,PlatinumFarmerPrime
Arcane Ice Storm,4,15,WekroM
Secondary Surge,2,14,BigBubbaJukes
Arcane Battery,4,16,Marrkoff
Secondary Fortifier,4,14,WekroM
Orowyrm Arena Simulacrum,25,2,LSD-SirDarah
Sanctum Simulacrum,15,6,alterror1
Zanuka Arena Simulacrum,39,1,_Aranar_
Grineer Asteroid Simulacrum,25,1,MushroomHeed
Orokin Derelict Simulacrum,45,1,Schizobia
Ambulas Arena Simulacrum,40,1,_Aranar_
Red Veil Temple Simulacrum,20,1,Vindicted
Shotgun Elementalist,7,2,JakemanT
Semi-Shotgun Cannonade,8,4,JakemanT
Rifle Elementalist,10,8,Benibenasi
Semi-Rifle Cannonade,8,1,RekirtS
Pistol Elementalist,8,3,RekirtS
Semi-Pistol Cannonade,5,15,xRunemasterx
Melee Elementalist,7,2,JakemanT
Dark Propagation,13,3,moisesalquemista
Temporal Artillery,10,1,Saikei7019
Spectral Spirit,13,1,Seijuki
Wrecking Wall,14,1,ardwiz
Melee Afflictions,3,8,Yishi_
Primed Dual Rounds,49,2,SHOWMANX2
Meso S14 Relic,6,1,alterror1
Meso B10 Relic,6,10,Volmie
Meso N16 Relic,15,213,AndNow2
Axi R4 Relic,6,6,Volmie
Primed Deadly Efficiency,40,33,BrayanStearms
Neo G6 Relic,10,13,WarBot9473
Axi M5 Relic,18,30,iffrit
Akmagnus Prime Set,45,1,CrVaL
Akmagnus Prime Blueprint,18,1,MUDFLAPS0000
Akmagnus Prime Link,20,1,PAYNE9
Sevagoth Prime Set,25,1,ZKTERMY
Sevagoth Prime Blueprint,5,1,eStar_99_Enpi
Sevagoth Prime Neuroptics Blueprint,2,2,NerditoBuritto
Sevagoth Prime Chassis Blueprint,15,2,Obvs...
Sevagoth Prime Systems Blueprint,1,1,borritoeater69
Axi O6 Relic,5,9,alterror1
Neo P7 Relic,4,21,alterror1
Neo Z11 Relic,5,13,Brenden751
Neo A13 Relic,2,22,alterror1
Neo E4 Relic,4,16,CakeMask
Meso F5 Relic,2,6,Kyliekins
Meso A7 Relic,1,16,JunkieCiti
Meso N17 Relic,2,26,alterror1
Lith W4 Relic,2,3,xexu987
Lith C12 Relic,10,11,Gold-Hay
Epitaph Prime Set,24,1,LuciFeRr7
Epitaph Prime Blueprint,5,1,wershPrime
Epitaph Prime Barrel,4,1,magnus_4496
Epitaph Prime Receiver,10,2,MavizzDave
Nautilus Prime Set,35,1,LuciFeRr7
Nautilus Prime Blueprint,14,1,Zenix_K_Drakar
Nautilus Prime Cerebrum,9,1,WARFRAME_LEGENDprime
Nautilus Prime Carapace,2,1,TheBassWarrior
Nautilus Prime Systems,3,1,neonmacska
Burning Hate,65,1,RestingCat
Unseen Dread,71,1,Voittosumma
Prey Of Dynar,12,23,Tw0nPrime
Aegis Gale,13,1,DemmoTheEnjoyer
Coil Recharge,14,1,lordtherenas
Gastro,10,2,Arkhas017
Higasa Serration,69,1,Marchine
Amanata Pressure,35,1,SleepyTheKing
Sepsis Claws,10,1,Ragnarnunh
Burning Claws,15,1,Ragnarnunh
Shocking Claws,15,1,Ragnarnunh
Chilling Claws,10,1,Ragnarnunh
Assassin Posture,13,5,TenseiStar
Frenzied Posture,18,5,ru_M1cRO
Protector Posture,15,3,NextSolution
Persistent Posture,15,1,NextSolution
Elusive Posture,5,1,tobiwolf
Balanced Posture,3,10,TenseiStar
Resourceful Retriever,9,5,Dronery
Loyal Retriever,4,3,TenseiStar
Prosperous Retriever,7,7,Dronery
Precision Conditioning,9,9,TenseiStar
Immunity Resistance,18,1,NTH1710
Magnetic Strike,13,1,Overventure
Bell Ringer,14,6,Cjaaae
Bloodthirst,5,10,TenseiStar
Disabling Conditioning,10,2,Hjallu
Cull The Weak,5,10,TenseiStar
Brute Conditioning,9,6,TenseiStar
Galvanized Steel,10,1,HayilCrowz
Galvanized Reflex,13,10,Eoh_
Galvanized Elementalist,10,1,jacintoenes
Neo K8 Relic,20,120,Malfeasance--Rose
Xaku Prime Set,39,1,zzxeric
Xaku Prime Blueprint,15,1,ShadowPrime321
Xaku Prime Neuroptics Blueprint,2,2,krestikbuy
Xaku Prime Chassis Blueprint,4,1,krestikbuy
Xaku Prime Systems Blueprint,10,3,uHunt3r
Trumna Prime Set,33,1,YaBoiTerpy
Trumna Prime Blueprint,2,1,TrapChloe
Trumna Prime Barrel,10,1,BenshiiVarga
Trumna Prime Receiver,10,1,MichiruKagemorii
Trumna Prime Stock,3,1,ColinSoGoated10
Quassus Prime Set,35,1,LuciFeRr7
Quassus Prime Blueprint,2,1,PibbXtraFein
Quassus Prime Handle,4,1,grimze2212
Quassus Prime Blade,8,1,SirJonas.
Neo W2 Relic,3,100,aWenyyds
Neo G8 Relic,2,25,alterror1
Neo L4 Relic,2,42,alterror1
Meso V10 Relic,5,17,Brenden751
Meso T7 Relic,2,50,alterror1
Meso E6 Relic,2,30,BigBubbaJukes
Meso G8 Relic,2,27,BigBubbaJukes
Lith M9 Relic,2,6,Kyliekins
Lith N16 Relic,2,5,fox.h
Arcane Crepuscular,3,6,BigBubbaJukes
Arcane Impetus,3,7,BigBubbaJukes
Primary Crux,2,2,Jenesko
Secondary Enervate,3,8,BigBubbaJukes
Melee Doughty,2,8,BigBubbaJukes
Arcane Camisado,2,8,F3mboy-Collector
Arcane Bellicose,2,4,DreamJuno
Arcane Truculence,2,2,ShanghaiPH
Mall Rotunda Simulacrum,49,1,_Aranar_
Höllvanian Courtyard Simulacrum,34,1,_Aranar_
Höllvanian Terrace In Summer Scene,35,1,nicoletekill
Tech Titan Electronics Store Scene,40,2,EternalDamnedAkatsuki
Höllvanian Intersection In Winter Scene,40,2,EternalDamnedAkatsuki
Höllvania Central Mall Subway,20,1,Jango_Fett18
Höllvanian Tenements In Summer Scene,40,2,EternalDamnedAkatsuki
Höllvanian Historic Quarter In Spring Scene,40,2,EternalDamnedAkatsuki
Höllvanian Old Town In Fall Scene,40,2,EternalDamnedAkatsuki
Orbit Arcade Scene,40,1,Jango_Fett18
Central Mall Backroom Scene,60,1,Jodhood
Magnetic Welt,2,8,leekac
Magnetic Strafe,9,8,JakemanT
Radon Claws,2,1,leekac
Magnetic Claws,2,13,RicoPrime69
Primary Acuity,3,10,wabi-sabo
Spectral Serration,9,4,JakemanT
Magnetic Capacity,2,8,MikulllC
Pistol Acuity,2,2,HideoRoz
Merciless Gunfight,10,1,peanutsweanuts
Magnetic Rush,2,19,MikulllC
Worthy Comradery,2,1,LucasKonka
Summoner’s Wrath,3,5,Lilskrimp93
Magnetized Cycle,3,2,ShanghaiPH
Magnetized Core,3,1,Tevis17
Reconifex Set,20,1,xRunemasterx
Reconifex Barrel,10,5,Orth
Reconifex Receiver,10,5,Orth
Reconifex Stock,7,1,hsohsoprime
Vesper 77 Set,24,1,Killer2611992
Vesper 77 Barrel,10,5,Orth
Vesper 77 Receiver,10,5,Orth
Vesper 77 Handle,10,1,Deadstar414
Cedo Prime Set,47,1,Zynares
Cedo Prime Blueprint,10,1,WARFRAME_LEGENDprime
Cedo Prime Receiver,12,2,hsohsoprime
Cedo Prime Barrel,6,1,Broker121
Cedo Prime Stock,2,1,xXxM4L4KxXx
Dual Zoren Prime Set,65,1,turkui
Dual Zoren Prime Blueprint,2,1,xXxM4L4KxXx
Dual Zoren Prime Handle,8,1,friggityfroggy
Dual Zoren Prime Blade,30,1,MOPFI
Lavos Prime Set,40,1,zzxeric
Lavos Prime Blueprint,12,2,arphome12
Lavos Prime Neuroptics Blueprint,4,1,Itspepsii
Lavos Prime Chassis Blueprint,5,1,Dragoneir0
Lavos Prime Systems Blueprint,8,1,Samper_Fi_97
Axi M6 Relic,10,2,LaMambaBamba
Axi F3 Relic,5,6,WaRsDoOmGoD
Neo D9 Relic,4,4,Thesiverioxd
Neo T9 Relic,2,10,Carriedjoema
Neo C6 Relic,4,10,Kettumasa
Lith S16 Relic,3,15,hii333
Lith A7 Relic,1,3,lostdoge08
Lith L5 Relic,3,13,DBCMallard
Meso P15 Relic,2,49,Macreall
Biotic Rounds,50,1,WARFRAME_LEGENDprime
Leaded Gas,8,1,snowballpee
Lith S17 Relic,10,30,aWenyyds
Neo N19 Relic,6,13,alterror1
Neo S19 Relic,6,10,Volmie
Axi N12 Relic,6,9,Volmie
Worm Away,7,8,Hockeygirl62
Trojan Tracker,7,5,Dreanol
Soft Safe,7,10,Hockeygirl62
Anti-V,5,2,ShanghaiPH
ByteRyte,5,4,royi_sm
Keep-Clean,5,1,OdisWolf
Drive-Duster,6,5,JakemanT
Computer Cop,5,1,KMLCLGR
Quick Correct,2,13,AklarPrime
Immuno Shield,1,68,Ren_of_Breath
Instant Secure,1,11,Ren_of_Breath
Threat Blocker,2,20,Jugadorprime
Turbo Protect,4,8,Nimbus-xoco
Technocyte Coda Stadium Scene,9,3,BigBubbaJukes
Cataclysmic Gate,15,2,Blitza1
Omikuji's Fortune,13,4,Ar2ene
Conductive Sphere,13,1,poulgasol22
Fused Crucible,10,1,Sablonus
Arcane Escapist,8,1,sir_salters
Arcane Hot Shot,39,1,Glokame
Arcane Universal Fallout,15,1,peanutsweanuts
Riot-848 Set,25,1,ChickenNoodleFries
Purgator 1 Set,21,1,Killer2611992
EFV-5 Jupiter Set,25,1,Asheroths_Seraphim
EFV-8 Mars Set,24,1,Killer2611992
Dual Viciss Set,30,1,Killer2611992
Primed Steady Hands,30,15,NTK_SGP005
Primed Stabilizer,39,1,xitosz
